Episode,Seed,Sparsity,Total Steps,Reward,Completion Rate
656,342176,0.5,150,69.1246717,0.45
657,866021,0.3,135,76.86805725,0.635
658,951096,0.7,133,89.8850916,0.833
659,950736,0.7,68,28.57957062,0.368
660,937506,0.5,174,80.37754251,0.474
661,828054,0.7,157,89.60007,0.657
662,110909,0.7,163,74.214849,0.463
663,44418,0.5,165,75.85740964,0.465
664,417730,0.7,130,74.45376807,0.63
665,736183,0.3,181,84.64569739,0.481
666,12880,0.5,173,119.0721946,0.873
667,404948,0.5,145,81.81132457,0.645
668,811553,0.5,183,106.2524149,0.683
669,815873,0.3,190,110.3205383,0.69
670,81842,0.5,105,70.16037661,0.805
671,248192,0.7,137,78.68401739,0.637
672,232067,0.3,182,84.79048355,0.482
673,156910,0.3,152,103.2907906,0.852
674,561587,0.7,136,92.00184029,0.836
